분류,회사,키워드,키워드유형,활성화,비고
기술/인접산업,ALL,simulation ride,common,1,
기술/인접산업,ALL,motion simulator,common,1,
기술/인접산업,ALL,sensory effects,common,1,
기술/인접산업,ALL,hdr cinema,common,1,
기술/인접산업,ALL,immersive audio,common,1,
기술/인접산업,ALL,cinematic vr,common,1,
기술/인접산업,ALL,themed entertainment,common,1,
기술/인접산업,ALL,attraction technology,common,1,
지역/거시,ALL,emerging market cinema growth,common,1,
지역/거시,ALL,cinema growth in Middle East,common,1,
지역/거시,ALL,cinema growth in Latin America,common,1,
지역/거시,ALL,cinema growth in Southeast Asia,common,1,
지역/거시,ALL,cross border film demand,common,1,
지역/거시,ALL,entertainment consumption trends,common,1,
지역/거시,ALL,discretionary spending trends,common,1,
지역/거시,ALL,mall traffic trends,common,1,
지역/거시,ALL,commercial real estate foot traffic,common,1,
라이브/이벤트 콘텐츠,ALL,sports broadcasting,common,1,
라이브/이벤트 콘텐츠,ALL,live sports,common,1,
라이브/이벤트 콘텐츠,ALL,live sports screening,common,1,
라이브/이벤트 콘텐츠,ALL,sports live screening,common,1,
라이브/이벤트 콘텐츠,ALL,live event cinema,common,1,
라이브/이벤트 콘텐츠,ALL,event cinema,common,1,
라이브/이벤트 콘텐츠,ALL,concert film,common,1,
라이브/이벤트 콘텐츠,ALL,concert screening,common,1,
라이브/이벤트 콘텐츠,ALL,live concert screening,common,1,
라이브/이벤트 콘텐츠,ALL,performance content,common,1,
라이브/이벤트 콘텐츠,ALL,stage content,common,1,
라이브/이벤트 콘텐츠,ALL,opera in cinemas,common,1,
라이브/이벤트 콘텐츠,ALL,ballet in cinemas,common,1,
K-콘텐츠/K무비,ALL,K-content export,common,1,
K-콘텐츠/K무비,ALL,Korean film export,common,1,
K-콘텐츠/K무비,ALL,Korean content export,common,1,
K-콘텐츠/K무비,ALL,Korean cinema overseas,common,1,
K-콘텐츠/K무비,ALL,Korean films in overseas theaters,common,1,
K-콘텐츠/K무비,ALL,Korean blockbuster overseas release,common,1,
K-콘텐츠/K무비,ALL,local language films,common,1,
K-콘텐츠/K무비,ALL,international releases,common,1,
특별관/프리미엄,ALL,premium cinema,common,1,
특별관/프리미엄,ALL,premium large format,common,1,
특별관/프리미엄,ALL,PLF,common,1,
특별관/프리미엄,ALL,immersive cinema,common,1,
특별관/프리미엄,ALL,premium moviegoing,common,1,
특별관/프리미엄,ALL,premium format,common,1,
특별관/프리미엄,ALL,cinema premiumization,common,1,
특별관/프리미엄,ALL,theater renovation,common,1,
특별관/프리미엄,ALL,premium auditorium,common,1,
특별관/프리미엄,ALL,motion seating,common,1,
특별관/프리미엄,ALL,haptic seating,common,1,
경쟁사,IMAX,IMAX,경쟁사,1,
경쟁사,IMAX,IMAX Exclusive,경쟁사,1,
경쟁사,IMAX,IMAX exclusive theatrical release,경쟁사,1,
경쟁사,IMAX,IMAX partnership,경쟁사,1,
경쟁사,IMAX,IMAX installation,경쟁사,1,
경쟁사,IMAX,IMAX opening,경쟁사,1,
경쟁사,IMAX,IMAX opened,경쟁사,1,
경쟁사,IMAX,IMAX expansion,경쟁사,1,
경쟁사,IMAX,IMAX rollout,경쟁사,1,
경쟁사,IMAX,IMAX signed,경쟁사,1,
경쟁사,IMAX,IMAX backlog,경쟁사,1,
경쟁사,IMAX,IMAX network,경쟁사,1,
경쟁사,IMAX,IMAX alternative content,경쟁사,1,
경쟁사,IMAX,IMAX lineup,경쟁사,1,
경쟁사,IMAX,IMAX slate,경쟁사,1,
경쟁사,IMAX,IMAX release date,경쟁사,1,
경쟁사,IMAX,IMAX filmed for IMAX,경쟁사,1,
경쟁사,IMAX,IMAX shot with IMAX,경쟁사,1,
경쟁사,IMAX,IMAX concert film,경쟁사,1,
경쟁사,IMAX,IMAX live event,경쟁사,1,
경쟁사,IMAX,IMAX earnings,경쟁사,1,
경쟁사,IMAX,IMAX guidance,경쟁사,1,
경쟁사,IMAX,IMAX outlook,경쟁사,1,
경쟁사,IMAX,IMAX investor presentation,경쟁사,1,
경쟁사,IMAX,IMAX shareholder letter,경쟁사,1,
경쟁사,IMAX,IMAX debt,경쟁사,1,
경쟁사,IMAX,IMAX refinancing,경쟁사,1,
경쟁사,IMAX,IMAX liquidity,경쟁사,1,
경쟁사,IMAX,IMAX covenant,경쟁사,1,
경쟁사,IMAX,IMAX maturity,경쟁사,1,
경쟁사,IMAX,IMAX exchangeable notes,경쟁사,1,
경쟁사,IMAX,IMAX convertible notes,경쟁사,1,
경쟁사,Dolby,Dolby,경쟁사,1,
경쟁사,Dolby,Dolby Cinema,경쟁사,1,
경쟁사,Dolby,Dolby Atmos,경쟁사,1,
경쟁사,Dolby,Dolby Vision,경쟁사,1,
경쟁사,Dolby,Dolby Cinema opening,경쟁사,1,
경쟁사,Dolby,Dolby Cinema installation,경쟁사,1,
경쟁사,Dolby,Dolby Cinema launch,경쟁사,1,
경쟁사,Dolby,Dolby Cinema release,경쟁사,1,
경쟁사,Dolby,Dolby Cinema partnership,경쟁사,1,
경쟁사,Dolby,Dolby Cinema rollout,경쟁사,1,
경쟁사,Dolby,Dolby Cinema expansion,경쟁사,1,
경쟁사,Dolby,Dolby Cinema exhibitor,경쟁사,1,
경쟁사,Dolby,mixed in Dolby,경쟁사,1,
경쟁사,Dolby,mastered in Dolby,경쟁사,1,
경쟁사,Dolby,released in Dolby Cinema,경쟁사,1,
경쟁사,Dolby,available in Dolby Cinema,경쟁사,1,
경쟁사,Dolby,Dolby Atmos release,경쟁사,1,
경쟁사,Dolby,Dolby Atmos theatrical,경쟁사,1,
경쟁사,Dolby,Dolby Atmos film,경쟁사,1,
경쟁사,Dolby,Dolby Atmos streaming,경쟁사,1,
경쟁사,Dolby,Dolby Atmos partnership,경쟁사,1,
경쟁사,Dolby,Dolby Vision release,경쟁사,1,
경쟁사,Dolby,Dolby Vision theatrical,경쟁사,1,
경쟁사,Dolby,Dolby Vision film,경쟁사,1,
경쟁사,Dolby,Dolby Vision streaming,경쟁사,1,
경쟁사,Dolby,Dolby alternative content,경쟁사,1,
경쟁사,Dolby,Dolby live event,경쟁사,1,
경쟁사,Dolby,Dolby earnings,경쟁사,1,
경쟁사,Dolby,Dolby guidance,경쟁사,1,
경쟁사,Dolby,Dolby outlook,경쟁사,1,
경쟁사,Dolby,Dolby investor presentation,경쟁사,1,
경쟁사,Dolby,Dolby licensing revenue,경쟁사,1,
경쟁사,Dolby,Dolby device partnership,경쟁사,1,
경쟁사,Dolby,Dolby automotive,경쟁사,1,
경쟁사,Dolby,Dolby gaming,경쟁사,1,
경쟁사,Dolby,Dolby streaming partnership,경쟁사,1,
경쟁사,4DX,4DX,경쟁사,1,
경쟁사,4DX,CJ 4DPLEX,경쟁사,1,
경쟁사,4DX,4DX theater,경쟁사,1,
경쟁사,4DX,4DX cinema,경쟁사,1,
경쟁사,4DX,4DX opening,경쟁사,1,
경쟁사,4DX,4DX installation,경쟁사,1,
경쟁사,4DX,4DX launch,경쟁사,1,
경쟁사,4DX,4DX lineup,경쟁사,1,
경쟁사,4DX,4DX slate,경쟁사,1,
경쟁사,4DX,4DX expansion,경쟁사,1,
경쟁사,4DX,4DX rollout,경쟁사,1,
경쟁사,4DX,4DX signed,경쟁사,1,
경쟁사,4DX,4DX partnership,경쟁사,1,
경쟁사,4DX,4DX exhibitor,경쟁사,1,
경쟁사,4DX,4DX network,경쟁사,1,
경쟁사,4DX,4DX screen,경쟁사,1,
경쟁사,4DX,4DX alternative content,경쟁사,1,
경쟁사,4DX,4DX concert,경쟁사,1,
경쟁사,4DX,4DX live event,경쟁사,1,
경쟁사,4DX,4DX anime,경쟁사,1,
경쟁사,4DX,4DX Hollywood,경쟁사,1,
경쟁사,4DX,4DX local content,경쟁사,1,
경쟁사,4DX,4DX release schedule,경쟁사,1,
경쟁사,4DX,4DX box office,경쟁사,1,
경쟁사,4DX,4DX premium format,경쟁사,1,
경쟁사,4DX,4DX immersive cinema,경쟁사,1,
경쟁사,4DX,4DX motion seat,경쟁사,1,
경쟁사,4DX,4DX environmental effects,경쟁사,1,
경쟁사,4DX,4DPLEX earnings,경쟁사,1,
경쟁사,4DX,4DPLEX guidance,경쟁사,1,
경쟁사,4DX,4DPLEX outlook,경쟁사,1,
경쟁사,4DX,4DPLEX debt,경쟁사,1,
경쟁사,4DX,4DPLEX refinancing,경쟁사,1,
경쟁사,ScreenX,ScreenX,경쟁사,1,
경쟁사,ScreenX,CJ 4DPLEX ScreenX,경쟁사,1,
경쟁사,ScreenX,ScreenX opening,경쟁사,1,
경쟁사,ScreenX,ScreenX installation,경쟁사,1,
경쟁사,ScreenX,ScreenX launch,경쟁사,1,
경쟁사,ScreenX,ScreenX release,경쟁사,1,
경쟁사,ScreenX,ScreenX lineup,경쟁사,1,
경쟁사,ScreenX,ScreenX slate,경쟁사,1,
경쟁사,ScreenX,ScreenX expansion,경쟁사,1,
경쟁사,ScreenX,ScreenX rollout,경쟁사,1,
경쟁사,ScreenX,ScreenX signed,경쟁사,1,
경쟁사,ScreenX,ScreenX partnership,경쟁사,1,
경쟁사,ScreenX,ScreenX exhibitor,경쟁사,1,
경쟁사,ScreenX,ScreenX network,경쟁사,1,
경쟁사,ScreenX,ScreenX panoramic,경쟁사,1,
경쟁사,ScreenX,ScreenX 270 degree,경쟁사,1,
경쟁사,ScreenX,ScreenX alternative content,경쟁사,1,
경쟁사,ScreenX,ScreenX concert,경쟁사,1,
경쟁사,ScreenX,ScreenX live event,경쟁사,1,
경쟁사,ScreenX,ScreenX anime,경쟁사,1,
경쟁사,ScreenX,ScreenX Hollywood,경쟁사,1,
경쟁사,ScreenX,ScreenX local content,경쟁사,1,
경쟁사,ScreenX,ScreenX box office,경쟁사,1,
경쟁사,ScreenX,ScreenX premium format,경쟁사,1,
경쟁사,ScreenX,ScreenX immersive cinema,경쟁사,1,
경쟁사,ScreenX,4DPLEX ScreenX earnings,경쟁사,1,
경쟁사,ScreenX,4DPLEX ScreenX outlook,경쟁사,1,
경쟁사,MX4D,MX4D,경쟁사,1,
경쟁사,MX4D,MediaMation,경쟁사,1,
경쟁사,MX4D,MX4D theater,경쟁사,1,
경쟁사,MX4D,MX4D cinema,경쟁사,1,
경쟁사,MX4D,MX4D opening,경쟁사,1,
경쟁사,MX4D,MX4D installation,경쟁사,1,
경쟁사,MX4D,MX4D launch,경쟁사,1,
경쟁사,MX4D,MX4D expansion,경쟁사,1,
경쟁사,MX4D,MX4D rollout,경쟁사,1,
경쟁사,MX4D,MX4D signed,경쟁사,1,
경쟁사,MX4D,MX4D partnership,경쟁사,1,
경쟁사,MX4D,MX4D exhibitor,경쟁사,1,
경쟁사,MX4D,MX4D network,경쟁사,1,
경쟁사,MX4D,MX4D alternative content,경쟁사,1,
경쟁사,MX4D,MX4D motion seat,경쟁사,1,
경쟁사,MX4D,MX4D environmental effects,경쟁사,1,
경쟁사,MX4D,MX4D immersive cinema,경쟁사,1,
경쟁사,MX4D,MX4D premium format,경쟁사,1,
경쟁사,MX4D,MediaMation debt,경쟁사,1,
경쟁사,MX4D,MediaMation refinancing,경쟁사,1,
경쟁사,MX4D,MediaMation partnership,경쟁사,1,
경쟁사,MX4D,MediaMation attraction,경쟁사,1,
경쟁사,MX4D,MediaMation simulation,경쟁사,1,
경쟁사,D-BOX,D-BOX,경쟁사,1,
경쟁사,D-BOX,D-BOX Technologies,경쟁사,1,
경쟁사,D-BOX,D-BOX theater,경쟁사,1,
경쟁사,D-BOX,D-BOX cinema,경쟁사,1,
경쟁사,D-BOX,D-BOX opening,경쟁사,1,
경쟁사,D-BOX,D-BOX installation,경쟁사,1,
경쟁사,D-BOX,D-BOX launch,경쟁사,1,
경쟁사,D-BOX,D-BOX expansion,경쟁사,1,
경쟁사,D-BOX,D-BOX rollout,경쟁사,1,
경쟁사,D-BOX,D-BOX signed,경쟁사,1,
경쟁사,D-BOX,D-BOX partnership,경쟁사,1,
경쟁사,D-BOX,D-BOX exhibitor,경쟁사,1,
경쟁사,D-BOX,D-BOX network,경쟁사,1,
경쟁사,D-BOX,D-BOX haptic seating,경쟁사,1,
경쟁사,D-BOX,D-BOX motion system,경쟁사,1,
경쟁사,D-BOX,D-BOX immersive seating,경쟁사,1,
경쟁사,D-BOX,D-BOX premium format,경쟁사,1,
경쟁사,D-BOX,D-BOX alternative content,경쟁사,1,
경쟁사,D-BOX,D-BOX gaming,경쟁사,1,
경쟁사,D-BOX,D-BOX simulation,경쟁사,1,
경쟁사,D-BOX,D-BOX racing,경쟁사,1,
경쟁사,D-BOX,D-BOX investor presentation,경쟁사,1,
경쟁사,D-BOX,D-BOX earnings,경쟁사,1,
경쟁사,D-BOX,D-BOX guidance,경쟁사,1,
경쟁사,D-BOX,D-BOX outlook,경쟁사,1,
경쟁사,D-BOX,D-BOX debt,경쟁사,1,
경쟁사,D-BOX,D-BOX refinancing,경쟁사,1,
경쟁사,D-BOX,D-BOX liquidity,경쟁사,1,
경쟁사,D-BOX,D-BOX backlog,경쟁사,1,
경쟁사,D-BOX,D-BOX screens installed,경쟁사,1,
경쟁사,Lumma,Lumma,경쟁사,1,
경쟁사,Lumma,Lumma 4D,경쟁사,1,
경쟁사,Lumma,4D E-Motion,경쟁사,1,
경쟁사,Lumma,Magnify8,경쟁사,1,
경쟁사,Lumma,Lumma opening,경쟁사,1,
경쟁사,Lumma,Lumma installation,경쟁사,1,
경쟁사,Lumma,Lumma launch,경쟁사,1,
경쟁사,Lumma,Lumma expansion,경쟁사,1,
경쟁사,Lumma,Lumma rollout,경쟁사,1,
경쟁사,Lumma,Lumma signed,경쟁사,1,
경쟁사,Lumma,Lumma partnership,경쟁사,1,
경쟁사,Lumma,Lumma exhibitor,경쟁사,1,
경쟁사,Lumma,Lumma network,경쟁사,1,
경쟁사,Lumma,Lumma immersive cinema,경쟁사,1,
경쟁사,Lumma,Lumma motion seat,경쟁사,1,
경쟁사,Lumma,Lumma sensory effects,경쟁사,1,
경쟁사,Lumma,Lumma premium format,경쟁사,1,
경쟁사,Lumma,4D E-Motion opening,경쟁사,1,
경쟁사,Lumma,4D E-Motion installation,경쟁사,1,
경쟁사,Lumma,4D E-Motion launch,경쟁사,1,
경쟁사,Lumma,4D E-Motion rollout,경쟁사,1,
경쟁사,Lumma,4D E-Motion partnership,경쟁사,1,
경쟁사,Lumma,4D E-Motion exhibitor,경쟁사,1,
경쟁사,Lumma,4D E-Motion network,경쟁사,1,
경쟁사,Lumma,Magnify8 opening,경쟁사,1,
경쟁사,Lumma,Magnify8 installation,경쟁사,1,
경쟁사,Lumma,Magnify8 launch,경쟁사,1,
경쟁사,Lumma,Magnify8 rollout,경쟁사,1,
경쟁사,Lumma,Magnify8 partnership,경쟁사,1,
경쟁사,Lumma,Magnify8 exhibitor,경쟁사,1,
경쟁사,Lumma,Magnify8 network,경쟁사,1,
경쟁사,Lumma,Lumma debt,경쟁사,1,
경쟁사,Lumma,Lumma refinancing,경쟁사,1,
글로벌 스튜디오,The Walt Disney Studios,The Walt Disney Studios,글로벌 스튜디오,1,
글로벌 스튜디오,The Walt Disney Studios,slate,글로벌 스튜디오,1,
글로벌 스튜디오,Warner Bros. Pictures,Warner Bros. Pictures,글로벌 스튜디오,1,
글로벌 스튜디오,Warner Bros. Pictures,release calendar,글로벌 스튜디오,1,
글로벌 스튜디오,Universal Pictures,Universal Pictures,글로벌 스튜디오,1,
글로벌 스튜디오,Universal Pictures,tentpole,글로벌 스튜디오,1,
글로벌 스튜디오,Sony Pictures Entertainment,Sony Pictures Entertainment,글로벌 스튜디오,1,
글로벌 스튜디오,Sony Pictures Entertainment,blockbuster pipeline,글로벌 스튜디오,1,
글로벌 스튜디오,Paramount Pictures,Paramount Pictures,글로벌 스튜디오,1,
글로벌 스튜디오,Paramount Pictures,theatrical release,글로벌 스튜디오,1,
글로벌 스튜디오,Lionsgate,Lionsgate,글로벌 스튜디오,1,
글로벌 스튜디오,Lionsgate,IMAX release,글로벌 스튜디오,1,
글로벌 스튜디오,Amazon MGM Studios,Amazon MGM Studios,글로벌 스튜디오,1,
글로벌 스튜디오,Amazon MGM Studios,partnership,글로벌 스튜디오,1,
글로벌 스튜디오,A24,A24,글로벌 스튜디오,1,
글로벌 스튜디오,A24,earnings,글로벌 스튜디오,1,
글로벌 스튜디오,Neon,Neon,글로벌 스튜디오,1,
글로벌 스튜디오,StudioCanal,StudioCanal,글로벌 스튜디오,1,
글로벌 스튜디오,Gaumont,Gaumont,글로벌 스튜디오,1,
글로벌 스튜디오,Pathé Films,Pathé Films,글로벌 스튜디오,1,
글로벌 스튜디오,Legendary Entertainment,Legendary Entertainment,글로벌 스튜디오,1,
글로벌 스튜디오,Skydance Media,Skydance Media,글로벌 스튜디오,1,
글로벌 스튜디오,Blumhouse Productions,Blumhouse Productions,글로벌 스튜디오,1,
글로벌 스튜디오,Illumination,Illumination,글로벌 스튜디오,1,
글로벌 스튜디오,Pixar Animation Studios,Pixar Animation Studios,글로벌 스튜디오,1,
글로벌 스튜디오,Marvel Studios,Marvel Studios,글로벌 스튜디오,1,
글로벌 스튜디오,Lucasfilm,Lucasfilm,글로벌 스튜디오,1,
글로벌 스튜디오,Searchlight Pictures,Searchlight Pictures,글로벌 스튜디오,1,
K배급사,CJ ENM,CJ ENM,K배급사,1,
K배급사,CJ ENM,distribution,K배급사,1,
K배급사,Lotte Entertainment,Lotte Entertainment,K배급사,1,
K배급사,Lotte Entertainment,investment and distribution,K배급사,1,
K배급사,NEW,NEW,K배급사,1,
K배급사,NEW,theatrical release,K배급사,1,
K배급사,Showbox,Showbox,K배급사,1,
K배급사,Showbox,release strategy,K배급사,1,
K배급사,Plus M Entertainment,Plus M Entertainment,K배급사,1,
K배급사,Plus M Entertainment,exclusive release,K배급사,1,
K배급사,By4M Studio,By4M Studio,K배급사,1,
K배급사,By4M Studio,re-release,K배급사,1,
K배급사,Ace Maker Movie Works,Ace Maker Movie Works,K배급사,1,
K배급사,Ace Maker Movie Works,rights,K배급사,1,
K배급사,Movie Rock,Movie Rock,K배급사,1,
K배급사,Movie Rock,principal photography,K배급사,1,
K배급사,Finecut,Finecut,K배급사,1,
K배급사,M-Line Distribution,M-Line Distribution,K배급사,1,
K배급사,KT Alpha,KT Alpha,K배급사,1,
K배급사,Contents Panda,Contents Panda,K배급사,1,
글로벌 배급사,Walt Disney Studios Motion Pictures,Walt Disney Studios Motion Pictures,글로벌 배급사,1,
글로벌 배급사,Warner Bros. Pictures,Warner Bros. Pictures,글로벌 배급사,1,
글로벌 배급사,Universal Pictures,Universal Pictures,글로벌 배급사,1,
글로벌 배급사,Sony Pictures Releasing,Sony Pictures Releasing,글로벌 배급사,1,
글로벌 배급사,Paramount Pictures,Paramount Pictures,글로벌 배급사,1,
글로벌 배급사,Lionsgate,Lionsgate,글로벌 배급사,1,
글로벌 배급사,Amazon MGM Studios Distribution,Amazon MGM Studios Distribution,글로벌 배급사,1,
글로벌 배급사,A24,A24,글로벌 배급사,1,
글로벌 배급사,Neon,Neon,글로벌 배급사,1,
글로벌 배급사,Searchlight Pictures,Searchlight Pictures,글로벌 배급사,1,
글로벌 배급사,Focus Features,Focus Features,글로벌 배급사,1,
글로벌 배급사,StudioCanal,StudioCanal,글로벌 배급사,1,
글로벌 배급사,Pathé Distribution,Pathé Distribution,글로벌 배급사,1,
글로벌 배급사,Gaumont Distribution,Gaumont Distribution,글로벌 배급사,1,
글로벌 배급사,Bleecker Street,Bleecker Street,글로벌 배급사,1,
글로벌 배급사,IFC Films,IFC Films,글로벌 배급사,1,
글로벌 배급사,Mubi,Mubi,글로벌 배급사,1,
글로벌 배급사,Saban Films,Saban Films,글로벌 배급사,1,
글로벌 배급사,Vertical,Vertical,글로벌 배급사,1,
글로벌 배급사,XYZ Films,XYZ Films,글로벌 배급사,1,
엔터,JYP Entertainment,JYP Entertainment,엔터,1,
엔터,JYP Entertainment,theater,엔터,1,
엔터,SM Entertainment,SM Entertainment,엔터,1,
엔터,SM Entertainment,concert film,엔터,1,
엔터,YG Entertainment,YG Entertainment,엔터,1,
엔터,YG Entertainment,Cinema,엔터,1,
엔터,HYBE,HYBE,엔터,1,
